Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,is_returned,return_probability,predicted_return
ORD00009390,PROD00009390,USER00009390,2024-12-13,2023-11-26,Home,292.26,3,Wrong item,Returned,-383.0,24,Female,City99,Debit Card,Standard,39.96,1,0.5399364645551814,1
ORD00009391,PROD00009391,USER00009391,2023-12-21,,Electronics,325.7,4,,Not Returned,,42,Female,City35,Credit Card,Express,48.9,0,0.549226559577425,1
ORD00009393,PROD00009393,USER00009393,2024-09-10,,Books,353.33,4,,Not Returned,,35,Female,City37,PayPal,Next-Day,27.68,0,0.5175530442415458,1
ORD00009395,PROD00009395,USER00009395,2024-08-20,,Toys,368.6,3,,Not Returned,,60,Female,City99,Debit Card,Next-Day,42.18,0,0.5136659286473566,1
ORD00009396,PROD00009396,USER00009396,2024-04-20,,Home,447.96,3,,Not Returned,,42,Female,City95,Gift Card,Next-Day,36.51,0,0.5145360708380355,1
ORD00009400,PROD00009400,USER00009400,2023-12-23,,Home,329.79,3,,Not Returned,,60,Male,City73,Debit Card,Next-Day,47.24,0,0.5232496054726841,1
ORD00009401,PROD00009401,USER00009401,2024-05-14,2024-12-18,Home,243.18,4,Not as described,Returned,218.0,26,Male,City4,Gift Card,Standard,49.12,1,0.5372485697368479,1
ORD00009402,PROD00009402,USER00009402,2024-01-19,2024-08-27,Books,158.69,5,Not as described,Returned,221.0,68,Female,City88,Debit Card,Next-Day,39.63,1,0.5482324392392001,1
ORD00009403,PROD00009403,USER00009403,2023-11-27,2024-08-29,Books,164.73,2,Wrong item,Returned,276.0,33,Female,City36,Gift Card,Express,26.3,1,0.5267981943433604,1
ORD00009404,PROD00009404,USER00009404,2024-07-29,,Home,187.99,3,,Not Returned,,45,Male,City22,Credit Card,Next-Day,50.0,0,0.5364309629346995,1
ORD00009407,PROD00009407,USER00009407,2023-08-01,2023-02-08,Home,324.02,2,Defective,Returned,-174.0,46,Male,City96,Debit Card,Express,29.24,1,0.5116130510318204,1
ORD00009410,PROD00009410,USER00009410,2023-10-13,2024-02-17,Clothing,213.8,2,Not as described,Returned,127.0,29,Male,City64,PayPal,Express,46.41,1,0.5480128689431233,1
ORD00009411,PROD00009411,USER00009411,2023-06-21,,Books,34.96,4,,Not Returned,,45,Female,City49,PayPal,Standard,41.91,0,0.5441516417822426,1
ORD00009412,PROD00009412,USER00009412,2024-02-23,2024-04-22,Books,452.4,1,Not as described,Returned,59.0,20,Female,City35,Credit Card,Standard,18.7,1,0.5125735316435737,1
ORD00009413,PROD00009413,USER00009413,2024-06-11,,Books,432.54,4,,Not Returned,,20,Female,City26,PayPal,Next-Day,42.76,0,0.5425518616013913,1
ORD00009414,PROD00009414,USER00009414,2024-06-08,,Home,363.89,4,,Not Returned,,36,Female,City55,Debit Card,Standard,26.25,0,0.5034913660317851,1
ORD00009415,PROD00009415,USER00009415,2023-07-02,2023-12-04,Electronics,110.15,4,Defective,Returned,155.0,46,Female,City15,Credit Card,Next-Day,46.16,1,0.543908164280656,1
ORD00009416,PROD00009416,USER00009416,2023-01-09,2024-12-17,Toys,101.95,4,Changed mind,Returned,708.0,19,Male,City11,Debit Card,Next-Day,19.62,1,0.5003956896993474,1
ORD00009417,PROD00009417,USER00009417,2024-07-23,2024-06-02,Clothing,196.97,5,Changed mind,Returned,-51.0,64,Female,City71,Gift Card,Standard,32.05,1,0.5180953327773016,1
ORD00009418,PROD00009418,USER00009418,2024-12-20,2024-04-25,Toys,56.72,2,Defective,Returned,-239.0,70,Female,City46,Credit Card,Next-Day,40.91,1,0.5090288055684202,1
ORD00009420,PROD00009420,USER00009420,2024-11-16,,Clothing,76.05,2,,Not Returned,,55,Female,City19,PayPal,Express,30.4,0,0.5057828730544051,1
ORD00009422,PROD00009422,USER00009422,2023-07-05,2024-11-04,Electronics,109.25,1,Not as described,Returned,488.0,25,Female,City7,PayPal,Next-Day,45.5,1,0.5415443825902528,1
ORD00009425,PROD00009425,USER00009425,2023-09-27,2023-04-23,Clothing,151.84,1,Changed mind,Returned,-157.0,51,Female,City41,Gift Card,Next-Day,49.25,1,0.535889914771341,1
ORD00009426,PROD00009426,USER00009426,2023-10-01,2024-10-03,Home,31.5,1,Not as described,Returned,368.0,45,Male,City13,Credit Card,Next-Day,26.07,1,0.5000067944294488,1
ORD00009428,PROD00009428,USER00009428,2024-03-22,2024-07-08,Electronics,140.04,5,Wrong item,Returned,108.0,23,Female,City61,Gift Card,Standard,43.97,1,0.5528566693273087,1
ORD00009430,PROD00009430,USER00009430,2024-06-12,,Books,114.16,1,,Not Returned,,29,Male,City38,Credit Card,Standard,26.31,0,0.5315206647243104,1
ORD00009434,PROD00009434,USER00009434,2024-07-28,,Books,213.28,3,,Not Returned,,41,Female,City28,Credit Card,Next-Day,35.56,0,0.542179557820443,1
ORD00009435,PROD00009435,USER00009435,2023-01-04,,Home,328.22,3,,Not Returned,,23,Female,City75,Credit Card,Next-Day,49.99,0,0.5569563840931482,1
ORD00009437,PROD00009437,USER00009437,2023-09-14,,Electronics,183.59,1,,Not Returned,,51,Female,City23,Debit Card,Express,46.11,0,0.527459026906387,1
ORD00009438,PROD00009438,USER00009438,2023-09-13,2023-10-11,Clothing,15.28,1,Changed mind,Returned,28.0,25,Male,City68,PayPal,Standard,48.94,1,0.5528845425275227,1
ORD00009439,PROD00009439,USER00009439,2023-09-21,2023-04-14,Books,462.97,3,Wrong item,Returned,-160.0,57,Male,City60,Debit Card,Standard,23.97,1,0.5026024327899733,1
ORD00009440,PROD00009440,USER00009440,2023-09-25,2024-04-11,Toys,497.94,4,Changed mind,Returned,199.0,35,Female,City43,Credit Card,Express,38.66,1,0.5185361925253787,1
ORD00009443,PROD00009443,USER00009443,2023-06-27,,Electronics,280.9,4,,Not Returned,,46,Male,City66,PayPal,Next-Day,44.46,0,0.5281057350108419,1
ORD00009447,PROD00009447,USER00009447,2023-01-22,2023-11-12,Home,58.11,1,Wrong item,Returned,294.0,68,Female,City52,PayPal,Express,44.02,1,0.5070972985510684,1
ORD00009449,PROD00009449,USER00009449,2023-01-05,2024-12-03,Electronics,459.06,1,Not as described,Returned,698.0,59,Female,City64,Credit Card,Express,34.49,1,0.509174000085303,1
ORD00009455,PROD00009455,USER00009455,2023-05-17,,Clothing,161.82,2,,Not Returned,,36,Male,City76,Credit Card,Standard,25.38,0,0.5282729929853225,1
ORD00009456,PROD00009456,USER00009456,2024-12-23,2023-06-08,Home,478.15,1,Not as described,Returned,-564.0,42,Male,City58,Gift Card,Express,38.14,1,0.5028679141274578,1
ORD00009457,PROD00009457,USER00009457,2024-04-16,2023-10-24,Books,155.72,2,Wrong item,Returned,-175.0,20,Female,City91,Debit Card,Next-Day,34.49,1,0.5612498393555413,1
ORD00009458,PROD00009458,USER00009458,2023-01-29,2024-01-30,Books,485.83,2,Changed mind,Returned,366.0,65,Male,City15,Credit Card,Next-Day,43.9,1,0.5206700115615192,1
ORD00009459,PROD00009459,USER00009459,2023-09-09,,Toys,382.05,2,,Not Returned,,42,Male,City60,Credit Card,Next-Day,46.24,0,0.5225218762132875,1
ORD00009460,PROD00009460,USER00009460,2023-08-13,,Clothing,433.89,4,,Not Returned,,50,Female,City70,Credit Card,Standard,19.66,0,0.5066708111813261,1
ORD00009461,PROD00009461,USER00009461,2024-04-03,,Clothing,320.47,1,,Not Returned,,18,Female,City53,Gift Card,Next-Day,41.04,0,0.5401076728402497,1
ORD00009463,PROD00009463,USER00009463,2024-11-29,,Electronics,236.61,3,,Not Returned,,63,Male,City63,Debit Card,Express,43.7,0,0.5289913114763333,1
ORD00009464,PROD00009464,USER00009464,2024-04-17,2023-11-20,Electronics,61.72,4,Defective,Returned,-149.0,69,Female,City46,Debit Card,Express,32.45,1,0.5170699530293386,1
ORD00009467,PROD00009467,USER00009467,2023-09-30,2024-10-14,Toys,46.99,3,Changed mind,Returned,380.0,19,Female,City26,PayPal,Express,40.73,1,0.5262813653817745,1
ORD00009468,PROD00009468,USER00009468,2024-03-24,2024-04-25,Books,153.99,1,Wrong item,Returned,32.0,58,Male,City42,Credit Card,Standard,49.3,1,0.5458090368387273,1
ORD00009469,PROD00009469,USER00009469,2024-12-26,,Clothing,313.5,2,,Not Returned,,18,Female,City13,Gift Card,Next-Day,34.52,0,0.5254576225227222,1
ORD00009470,PROD00009470,USER00009470,2024-08-25,,Electronics,261.76,2,,Not Returned,,19,Male,City26,Gift Card,Express,27.42,0,0.5145112371394994,1
ORD00009471,PROD00009471,USER00009471,2024-03-07,2024-04-04,Books,53.01,1,Wrong item,Returned,28.0,22,Female,City34,PayPal,Next-Day,33.14,1,0.5352330622749588,1
ORD00009472,PROD00009472,USER00009472,2023-07-20,2023-07-20,Toys,144.5,3,Defective,Returned,0.0,66,Female,City86,Credit Card,Standard,33.87,1,0.5066503704504284,1
ORD00009474,PROD00009474,USER00009474,2023-06-18,,Books,380.27,4,,Not Returned,,52,Male,City99,Credit Card,Next-Day,18.35,0,0.5220761971475815,1
ORD00009476,PROD00009476,USER00009476,2023-04-23,2023-05-15,Electronics,109.35,2,Changed mind,Returned,22.0,57,Female,City18,PayPal,Next-Day,48.88,1,0.5183704822707914,1
ORD00009477,PROD00009477,USER00009477,2023-07-17,2023-03-19,Electronics,194.94,4,Not as described,Returned,-120.0,20,Male,City36,Gift Card,Next-Day,46.84,1,0.5498300091826376,1
ORD00009479,PROD00009479,USER00009479,2023-04-24,2024-07-29,Clothing,196.82,4,Changed mind,Returned,462.0,23,Female,City9,PayPal,Express,11.59,1,0.5162475419055799,1
ORD00009480,PROD00009480,USER00009480,2023-06-10,2023-07-18,Electronics,142.71,5,Wrong item,Returned,38.0,22,Female,City6,Debit Card,Next-Day,35.09,1,0.5493028849025259,1
ORD00009482,PROD00009482,USER00009482,2024-05-14,2023-07-15,Books,356.01,1,Defective,Returned,-304.0,57,Male,City98,Gift Card,Next-Day,34.81,1,0.5221906433705877,1
ORD00009484,PROD00009484,USER00009484,2023-07-20,,Home,432.81,3,,Not Returned,,30,Female,City66,Gift Card,Next-Day,38.73,0,0.5191969325800273,1
ORD00009485,PROD00009485,USER00009485,2023-09-20,,Home,155.67,1,,Not Returned,,46,Male,City89,Debit Card,Express,22.42,0,0.5038908589490054,1
ORD00009486,PROD00009486,USER00009486,2024-10-24,2023-04-21,Clothing,87.84,3,Changed mind,Returned,-552.0,63,Female,City54,Debit Card,Express,20.11,1,0.5080810165370794,1
ORD00009487,PROD00009487,USER00009487,2023-04-03,2024-11-09,Clothing,260.39,1,Defective,Returned,586.0,26,Male,City51,Debit Card,Standard,14.64,1,0.5005284171579215,1
ORD00009488,PROD00009488,USER00009488,2023-03-10,2024-01-07,Home,156.36,4,Defective,Returned,303.0,31,Male,City81,Debit Card,Express,33.1,1,0.5367748934182447,1
ORD00009492,PROD00009492,USER00009492,2023-05-30,2023-06-28,Books,12.69,2,Not as described,Returned,29.0,51,Male,City42,Gift Card,Next-Day,27.05,1,0.5199833826624966,1
ORD00009493,PROD00009493,USER00009493,2023-12-12,2023-02-27,Clothing,92.05,4,Changed mind,Returned,-288.0,18,Male,City40,Debit Card,Standard,24.36,1,0.5339720478906291,1
ORD00009494,PROD00009494,USER00009494,2024-11-15,2023-11-19,Books,269.79,5,Not as described,Returned,-362.0,53,Male,City65,Credit Card,Standard,47.63,1,0.5600364608921737,1
ORD00009495,PROD00009495,USER00009495,2024-06-10,2023-02-19,Electronics,356.87,3,Changed mind,Returned,-477.0,19,Female,City94,Gift Card,Express,21.1,1,0.5213062543888944,1
ORD00009497,PROD00009497,USER00009497,2023-07-05,,Books,52.98,3,,Not Returned,,32,Male,City51,PayPal,Express,36.71,0,0.5470513527348771,1
ORD00009498,PROD00009498,USER00009498,2023-09-01,,Home,261.88,5,,Not Returned,,51,Female,City59,Debit Card,Standard,43.13,0,0.5268128581390498,1
ORD00009499,PROD00009499,USER00009499,2023-06-02,,Electronics,109.49,5,,Not Returned,,39,Male,City63,Gift Card,Next-Day,34.88,0,0.5341484129659163,1
ORD00009501,PROD00009501,USER00009501,2023-11-14,,Books,324.24,1,,Not Returned,,29,Male,City14,Gift Card,Next-Day,45.92,0,0.5378117471772694,1
ORD00009502,PROD00009502,USER00009502,2023-08-31,2023-03-12,Home,78.91,4,Wrong item,Returned,-172.0,39,Male,City51,Gift Card,Express,40.79,1,0.5337726919343625,1
ORD00009503,PROD00009503,USER00009503,2024-12-07,,Electronics,350.87,1,,Not Returned,,45,Female,City41,Debit Card,Express,41.54,0,0.5217417815535315,1
ORD00009507,PROD00009507,USER00009507,2024-09-18,,Books,207.84,1,,Not Returned,,42,Female,City85,Debit Card,Next-Day,37.08,0,0.5445948266654796,1
ORD00009508,PROD00009508,USER00009508,2023-03-28,2024-07-19,Clothing,352.69,3,Wrong item,Returned,479.0,51,Female,City100,Credit Card,Standard,40.84,1,0.5228869248784594,1
ORD00009509,PROD00009509,USER00009509,2023-11-01,,Electronics,97.5,1,,Not Returned,,49,Male,City81,Debit Card,Next-Day,25.51,0,0.511356743443367,1
ORD00009511,PROD00009511,USER00009511,2023-02-08,2023-08-05,Home,112.64,3,Defective,Returned,178.0,40,Male,City2,Debit Card,Standard,49.94,1,0.5329532204735152,1
ORD00009513,PROD00009513,USER00009513,2024-03-18,,Clothing,285.58,3,,Not Returned,,54,Male,City71,Debit Card,Next-Day,33.96,0,0.5245147400767652,1
ORD00009517,PROD00009517,USER00009517,2024-12-01,2024-10-22,Books,408.11,3,Not as described,Returned,-40.0,31,Female,City51,Gift Card,Express,16.78,1,0.5110866590336808,1
ORD00009518,PROD00009518,USER00009518,2024-09-17,,Electronics,42.85,3,,Not Returned,,64,Female,City32,Debit Card,Express,43.59,0,0.5304453422088818,1
ORD00009519,PROD00009519,USER00009519,2024-04-30,2023-08-08,Electronics,394.27,4,Defective,Returned,-266.0,61,Male,City29,Debit Card,Express,43.15,1,0.5184367258265713,1
ORD00009523,PROD00009523,USER00009523,2024-11-24,,Clothing,33.12,1,,Not Returned,,25,Female,City20,Credit Card,Express,38.92,0,0.5518707932208844,1
ORD00009524,PROD00009524,USER00009524,2023-03-30,2023-12-29,Electronics,346.14,1,Defective,Returned,274.0,49,Male,City85,Gift Card,Standard,34.39,1,0.5054740526526507,1
ORD00009526,PROD00009526,USER00009526,2024-04-28,2023-02-16,Books,320.5,2,Not as described,Returned,-437.0,26,Male,City94,Gift Card,Express,16.03,1,0.5219266602869121,1
ORD00009527,PROD00009527,USER00009527,2023-09-10,,Toys,176.25,3,,Not Returned,,69,Female,City16,Credit Card,Next-Day,43.3,0,0.5046626831896259,1
ORD00009528,PROD00009528,USER00009528,2024-03-06,2023-04-11,Clothing,345.12,3,Not as described,Returned,-330.0,29,Female,City87,Credit Card,Next-Day,10.88,1,0.5145798873922549,1
ORD00009529,PROD00009529,USER00009529,2023-10-07,2024-06-27,Electronics,78.55,4,Not as described,Returned,264.0,63,Female,City90,Credit Card,Next-Day,23.92,1,0.5199889858764466,1
ORD00009530,PROD00009530,USER00009530,2024-06-02,,Clothing,43.29,5,,Not Returned,,43,Female,City22,PayPal,Express,26.36,0,0.5196444438405019,1
ORD00009531,PROD00009531,USER00009531,2023-08-21,,Books,402.19,1,,Not Returned,,40,Female,City98,Debit Card,Standard,35.21,0,0.5344938680302724,1
ORD00009532,PROD00009532,USER00009532,2023-03-26,2024-02-03,Home,87.09,4,Not as described,Returned,314.0,28,Male,City39,Credit Card,Express,27.39,1,0.5293061840930783,1
ORD00009536,PROD00009536,USER00009536,2023-10-10,2023-09-29,Toys,126.29,3,Not as described,Returned,-11.0,29,Male,City72,PayPal,Next-Day,41.04,1,0.5231210965828237,1
ORD00009537,PROD00009537,USER00009537,2023-01-27,,Clothing,102.78,5,,Not Returned,,34,Female,City58,Debit Card,Next-Day,22.73,0,0.5331304204237853,1
ORD00009539,PROD00009539,USER00009539,2024-05-31,,Books,126.6,5,,Not Returned,,56,Male,City29,Gift Card,Next-Day,41.84,0,0.5402230465247265,1
ORD00009541,PROD00009541,USER00009541,2024-04-27,,Clothing,339.72,1,,Not Returned,,68,Female,City81,Credit Card,Next-Day,46.41,0,0.5336240085693778,1
ORD00009544,PROD00009544,USER00009544,2023-02-16,,Clothing,376.59,5,,Not Returned,,57,Male,City25,PayPal,Express,48.1,0,0.5276958501293308,1
ORD00009545,PROD00009545,USER00009545,2024-01-20,,Toys,74.95,4,,Not Returned,,32,Male,City100,Debit Card,Next-Day,30.79,0,0.5092867272387267,1
ORD00009548,PROD00009548,USER00009548,2024-10-14,2023-04-14,Electronics,94.1,1,Not as described,Returned,-549.0,64,Male,City98,Debit Card,Next-Day,26.39,1,0.5071846029227137,1
ORD00009549,PROD00009549,USER00009549,2024-02-16,,Home,205.71,1,,Not Returned,,23,Female,City87,Credit Card,Express,19.49,0,0.5180608450018843,1
ORD00009550,PROD00009550,USER00009550,2024-01-26,,Toys,264.5,1,,Not Returned,,51,Female,City98,Credit Card,Standard,33.32,0,0.5060736576430737,1
ORD00009552,PROD00009552,USER00009552,2024-11-18,2023-12-26,Electronics,177.43,4,Changed mind,Returned,-328.0,59,Male,City84,Credit Card,Express,14.97,1,0.5064466434686432,1
ORD00009553,PROD00009553,USER00009553,2024-09-19,,Books,236.93,2,,Not Returned,,39,Male,City12,Debit Card,Standard,20.19,0,0.5035384143255814,1
ORD00009554,PROD00009554,USER00009554,2023-09-23,2023-12-08,Books,88.77,1,Not as described,Returned,76.0,43,Male,City89,Gift Card,Standard,15.63,1,0.5090310262269526,1
ORD00009555,PROD00009555,USER00009555,2023-01-04,2023-05-05,Clothing,35.3,2,Wrong item,Returned,121.0,23,Female,City66,Debit Card,Standard,16.9,1,0.5227478113918697,1
ORD00009558,PROD00009558,USER00009558,2023-10-29,,Books,177.72,4,,Not Returned,,62,Male,City56,Debit Card,Express,27.13,0,0.5252053664702344,1
ORD00009559,PROD00009559,USER00009559,2023-10-25,,Toys,278.55,5,,Not Returned,,37,Male,City40,Credit Card,Standard,41.8,0,0.5256473268034757,1
ORD00009562,PROD00009562,USER00009562,2023-11-12,,Clothing,113.43,2,,Not Returned,,21,Female,City7,Credit Card,Standard,9.03,0,0.5158385178374542,1
ORD00009563,PROD00009563,USER00009563,2024-10-23,2023-11-04,Clothing,431.77,4,Not as described,Returned,-354.0,37,Female,City44,Gift Card,Express,29.52,1,0.5187718920605533,1
ORD00009565,PROD00009565,USER00009565,2024-11-04,2024-10-18,Clothing,169.35,4,Wrong item,Returned,-17.0,55,Female,City99,Gift Card,Next-Day,13.61,1,0.5046711593536017,1
ORD00009566,PROD00009566,USER00009566,2024-06-22,,Books,390.77,3,,Not Returned,,60,Male,City95,Debit Card,Standard,46.3,0,0.5434299498420626,1
ORD00009567,PROD00009567,USER00009567,2023-08-06,2024-05-19,Home,178.69,3,Defective,Returned,287.0,29,Male,City64,Debit Card,Standard,24.08,1,0.510038379277767,1
ORD00009568,PROD00009568,USER00009568,2024-10-27,2024-10-23,Home,380.17,1,Wrong item,Returned,-4.0,19,Female,City58,Gift Card,Express,22.74,1,0.5002184621469244,1
ORD00009573,PROD00009573,USER00009573,2023-05-07,2023-06-09,Books,20.61,3,Changed mind,Returned,33.0,41,Female,City39,Debit Card,Express,21.57,1,0.5306220576112547,1
ORD00009574,PROD00009574,USER00009574,2023-08-07,,Clothing,363.42,4,,Not Returned,,54,Female,City25,Gift Card,Standard,39.19,0,0.5137409612763731,1
ORD00009575,PROD00009575,USER00009575,2023-06-20,,Electronics,49.0,3,,Not Returned,,65,Male,City70,Debit Card,Standard,31.71,0,0.5131551582208282,1
ORD00009579,PROD00009579,USER00009579,2023-10-19,2024-01-18,Clothing,207.44,4,Changed mind,Returned,91.0,35,Female,City22,Credit Card,Standard,44.66,1,0.5501758674616833,1
ORD00009580,PROD00009580,USER00009580,2023-08-22,2023-03-10,Home,462.04,4,Defective,Returned,-165.0,50,Male,City76,PayPal,Express,40.52,1,0.5106000201177912,1
ORD00009581,PROD00009581,USER00009581,2024-01-08,2024-05-14,Electronics,139.61,2,Not as described,Returned,127.0,53,Male,City56,Debit Card,Standard,45.81,1,0.5303104781374873,1
ORD00009582,PROD00009582,USER00009582,2024-06-14,,Toys,287.79,3,,Not Returned,,32,Female,City68,PayPal,Next-Day,38.93,0,0.5115911126484423,1
ORD00009583,PROD00009583,USER00009583,2023-05-01,2024-04-25,Electronics,15.79,1,Wrong item,Returned,360.0,41,Male,City100,Debit Card,Express,43.17,1,0.5324449708116998,1
ORD00009587,PROD00009587,USER00009587,2024-05-03,,Books,14.63,3,,Not Returned,,49,Male,City1,Gift Card,Express,43.56,0,0.5439191339554801,1
ORD00009589,PROD00009589,USER00009589,2023-01-04,2024-02-24,Home,32.09,5,Wrong item,Returned,416.0,32,Female,City99,Debit Card,Next-Day,40.02,1,0.5559769795589299,1
ORD00009590,PROD00009590,USER00009590,2024-01-22,2024-06-14,Books,273.79,5,Not as described,Returned,144.0,65,Male,City57,Gift Card,Express,45.29,1,0.5432552446995386,1
ORD00009593,PROD00009593,USER00009593,2023-06-27,2024-05-22,Toys,334.0,4,Changed mind,Returned,330.0,64,Female,City71,PayPal,Next-Day,46.56,1,0.5049953105338583,1
ORD00009594,PROD00009594,USER00009594,2024-11-10,2024-11-11,Home,98.28,5,Changed mind,Returned,1.0,30,Female,City84,Gift Card,Standard,13.0,1,0.5036692833268447,1
ORD00009597,PROD00009597,USER00009597,2023-08-09,2024-03-26,Home,173.25,5,Wrong item,Returned,230.0,39,Female,City30,Debit Card,Next-Day,20.85,1,0.5031579317803409,1
ORD00009598,PROD00009598,USER00009598,2023-09-05,,Toys,104.68,3,,Not Returned,,59,Female,City57,Credit Card,Standard,32.09,0,0.5035301330784131,1
ORD00009599,PROD00009599,USER00009599,2023-08-02,2024-11-24,Home,52.93,5,Wrong item,Returned,480.0,39,Female,City87,Debit Card,Express,35.81,1,0.5456640696440862,1
ORD00009603,PROD00009603,USER00009603,2024-09-17,2023-08-19,Clothing,457.37,4,Not as described,Returned,-395.0,40,Female,City15,Gift Card,Next-Day,45.26,1,0.5283436754320693,1
ORD00009606,PROD00009606,USER00009606,2023-05-28,2023-10-10,Clothing,99.03,2,Defective,Returned,135.0,21,Female,City69,Credit Card,Express,26.49,1,0.5480379541015353,1
ORD00009611,PROD00009611,USER00009611,2024-03-15,,Electronics,200.42,1,,Not Returned,,35,Male,City95,Gift Card,Next-Day,22.33,0,0.5086616386875448,1
ORD00009613,PROD00009613,USER00009613,2024-03-18,,Home,276.67,5,,Not Returned,,56,Female,City49,Credit Card,Standard,26.5,0,0.5026203510275814,1
ORD00009614,PROD00009614,USER00009614,2024-09-28,,Home,178.03,1,,Not Returned,,28,Male,City43,Gift Card,Next-Day,30.25,0,0.5060096008236906,1
ORD00009615,PROD00009615,USER00009615,2023-08-17,,Electronics,340.35,4,,Not Returned,,30,Female,City31,PayPal,Next-Day,48.69,0,0.53485270260244,1
ORD00009616,PROD00009616,USER00009616,2023-05-26,,Books,288.95,2,,Not Returned,,46,Male,City38,Credit Card,Standard,20.06,0,0.5081554571464411,1
ORD00009618,PROD00009618,USER00009618,2023-08-21,2024-05-25,Books,139.66,1,Not as described,Returned,278.0,40,Female,City73,PayPal,Express,39.16,1,0.5413618826795361,1
ORD00009620,PROD00009620,USER00009620,2023-11-26,2024-03-05,Home,308.12,4,Not as described,Returned,100.0,28,Female,City91,Gift Card,Standard,44.56,1,0.5395434709508892,1
ORD00009623,PROD00009623,USER00009623,2024-03-11,2024-03-31,Home,30.34,5,Defective,Returned,20.0,45,Female,City78,Debit Card,Next-Day,32.45,1,0.532651756567151,1
ORD00009625,PROD00009625,USER00009625,2023-10-16,2023-02-01,Toys,273.17,5,Not as described,Returned,-257.0,60,Female,City39,Credit Card,Standard,44.73,1,0.5165735009155914,1
ORD00009627,PROD00009627,USER00009627,2023-09-10,2024-03-05,Home,467.31,4,Changed mind,Returned,177.0,28,Male,City72,PayPal,Express,26.22,1,0.5026690881095052,1
ORD00009631,PROD00009631,USER00009631,2024-09-02,,Clothing,315.55,4,,Not Returned,,37,Female,City41,Credit Card,Express,9.58,0,0.5055878820995768,1
ORD00009632,PROD00009632,USER00009632,2023-09-15,,Clothing,288.92,2,,Not Returned,,18,Male,City64,Debit Card,Standard,36.01,0,0.5410157540410288,1
ORD00009633,PROD00009633,USER00009633,2023-07-04,,Electronics,372.89,5,,Not Returned,,22,Male,City72,Credit Card,Standard,34.58,0,0.5428652828696333,1
ORD00009634,PROD00009634,USER00009634,2023-09-23,,Electronics,210.83,3,,Not Returned,,32,Female,City64,Debit Card,Standard,27.66,0,0.5206374410918672,1
ORD00009640,PROD00009640,USER00009640,2024-10-16,,Books,34.63,2,,Not Returned,,62,Male,City76,Gift Card,Express,17.31,0,0.5093833859720844,1
ORD00009641,PROD00009641,USER00009641,2024-07-29,,Books,250.15,2,,Not Returned,,22,Male,City14,Debit Card,Express,21.72,0,0.5230099645681521,1
ORD00009642,PROD00009642,USER00009642,2024-07-20,2023-07-16,Electronics,392.09,4,Defective,Returned,-370.0,27,Female,City52,PayPal,Express,23.3,1,0.5064165480308167,1
ORD00009644,PROD00009644,USER00009644,2024-09-17,,Electronics,76.78,3,,Not Returned,,43,Female,City12,Credit Card,Standard,45.7,0,0.539094697753579,1
ORD00009646,PROD00009646,USER00009646,2023-06-28,2024-12-04,Electronics,46.15,4,Wrong item,Returned,525.0,45,Male,City20,Credit Card,Next-Day,29.55,1,0.5236299909680362,1
ORD00009647,PROD00009647,USER00009647,2023-05-14,2023-01-24,Clothing,156.03,2,Changed mind,Returned,-110.0,56,Female,City69,Gift Card,Express,48.48,1,0.5444378980681274,1
ORD00009648,PROD00009648,USER00009648,2023-10-05,,Books,378.57,5,,Not Returned,,41,Female,City33,Debit Card,Express,30.85,0,0.5344113649046781,1
ORD00009649,PROD00009649,USER00009649,2023-07-12,2024-02-07,Clothing,241.92,4,Defective,Returned,210.0,41,Male,City93,Gift Card,Next-Day,31.08,1,0.5329256231006532,1
ORD00009652,PROD00009652,USER00009652,2024-05-19,,Books,495.08,3,,Not Returned,,29,Female,City11,Gift Card,Standard,47.18,0,0.5362111479877227,1
ORD00009655,PROD00009655,USER00009655,2024-07-30,2024-06-10,Clothing,245.37,3,Defective,Returned,-50.0,33,Female,City49,PayPal,Next-Day,23.04,1,0.5084011932845587,1
ORD00009657,PROD00009657,USER00009657,2024-04-13,2023-06-15,Books,171.19,3,Defective,Returned,-303.0,42,Female,City26,PayPal,Next-Day,48.43,1,0.5446382285259659,1
ORD00009658,PROD00009658,USER00009658,2023-12-30,,Toys,265.48,5,,Not Returned,,37,Female,City8,Gift Card,Standard,33.29,0,0.5128187051025214,1
ORD00009660,PROD00009660,USER00009660,2023-05-20,2023-03-18,Clothing,120.36,5,Wrong item,Returned,-63.0,21,Female,City85,Credit Card,Next-Day,5.14,1,0.5269660406889819,1
ORD00009663,PROD00009663,USER00009663,2023-02-08,,Home,41.23,2,,Not Returned,,58,Male,City16,Debit Card,Standard,38.44,0,0.5042229618181785,1
ORD00009665,PROD00009665,USER00009665,2024-12-01,,Clothing,203.59,5,,Not Returned,,59,Male,City38,Credit Card,Express,29.43,0,0.5265107484311136,1
ORD00009666,PROD00009666,USER00009666,2023-05-26,,Electronics,176.06,5,,Not Returned,,21,Male,City61,Gift Card,Next-Day,6.38,0,0.5013073690342545,1
ORD00009668,PROD00009668,USER00009668,2024-09-29,2024-02-02,Toys,355.97,3,Defective,Returned,-240.0,25,Female,City31,Credit Card,Express,36.18,1,0.5210739832503185,1
